,otv,debris1,debris2,debris3,debris4,debris5,debris6,debris7,debris8,debris9,debris10
526,[-0.12350748 -1.28505043 -0.1337891 ],[-0.53684508 -1.09684091 -0.00572508],[-0.12350748 -1.28505043 -0.1337891 ],[-1.06646281 -0.03834706  0.00899119],[ 1.09221903 -0.44587865 -0.03514946],[0.87899595 0.64032866 0.02801065],[ 0.95473728 -0.84612239 -0.06609063],[-0.09770993 -1.28061739 -0.06850286],[ 1.25774946 -0.16171476 -0.02521732],[-1.1182989   0.27137939  0.0711549 ],[ 0.04407758 -1.15280477 -0.03978001]
527,[-0.1198909  -1.28538815 -0.13383465],[-0.53347889 -1.09848202 -0.00573749],[-0.1198909  -1.28538815 -0.13383465],[-1.06631635 -0.04232226  0.00851714],[ 1.09365687 -0.4423599  -0.03490038],[0.87665238 0.64352715 0.02815482],[ 0.95716576 -0.84338654 -0.06593322],[-0.09407097 -1.28088882 -0.06852195],[ 1.25821675 -0.15807925 -0.02495696],[-1.11922521  0.26767854  0.07060697],[ 0.04792637 -1.15265111 -0.03978182]
528,[-0.11627338 -1.28571579 -0.13387915],[-0.53010769 -1.1001128  -0.00574986],[-0.11627338 -1.28571579 -0.13387915],[-1.06615486 -0.04629686  0.00804297],[ 1.09508332 -0.43883653 -0.03465094],[0.87429714 0.64671707 0.02829862],[ 0.95958638 -0.84064377 -0.06577527],[-0.09043125 -1.28114994 -0.06854048],[ 1.25867347 -0.15444242 -0.02469639],[-1.12013902  0.2639747   0.07005826],[ 0.05177463 -1.15248462 -0.03978318]
529,[-0.11265494 -1.28603337 -0.1339226 ],[-0.5267315  -1.10173323 -0.00576216],[-0.11265494 -1.28603337 -0.1339226 ],[-1.06597835 -0.0502708   0.00756868],[ 1.09649836 -0.4353086  -0.03440115],[0.87193028 0.64989839 0.02844204],[ 0.96199911 -0.83789408 -0.06561678],[-0.08679081 -1.28140075 -0.06855846],[ 1.25911963 -0.15080429 -0.02443562],[-1.12104031  0.26026791  0.06950875],[ 0.05562232 -1.1523053  -0.03978409]
530,[-0.10903563 -1.28634087 -0.133965  ],[-0.52335036 -1.1033433  -0.00577442],[-0.10903563 -1.28634087 -0.133965  ],[-1.06578681 -0.05424404  0.00709429],[ 1.09790197 -0.43177613 -0.03415099],[0.86955181 0.65307107 0.02858507],[ 0.96440394 -0.83513751 -0.06545775],[-0.08314967 -1.28164124 -0.06857589],[ 1.25955522 -0.1471649  -0.02417463],[-1.12192907  0.25655821  0.06895848],[ 0.05946938 -1.15211314 -0.03978457]
531,[-0.10541546 -1.2866383  -0.13400635],[-0.5199643  -1.104943   -0.00578662],[-0.10541546 -1.2866383  -0.13400635],[-1.06558026 -0.05821651  0.00661979],[ 1.09929415 -0.42823917 -0.03390048],[0.86716178 0.65623505 0.02872773],[ 0.96680084 -0.83237408 -0.06529818],[-0.07950786 -1.28187141 -0.06859276],[ 1.25998024 -0.14352427 -0.02391345],[-1.12280529  0.25284564  0.06840743],[ 0.06331578 -1.15190816 -0.0397846 ]
532,[-0.10179446 -1.28692564 -0.13404665],[-0.51657335 -1.1065323  -0.00579877],[-0.10179446 -1.28692564 -0.13404665],[-1.06535869 -0.06218816  0.00614521],[ 1.10067488 -0.42469774 -0.03364961],[0.86476021 0.65939031 0.02887001],[ 0.96918981 -0.82960382 -0.06513808],[-0.07586541 -1.28209127 -0.06860909],[ 1.26039469 -0.13988243 -0.02365207],[-1.12366897  0.24913025  0.06785562],[ 0.06716148 -1.15169035 -0.03978419]
533,[-0.09817267 -1.28720291 -0.13408591],[-0.51317754 -1.1081112  -0.00581086],[-0.09817267 -1.28720291 -0.13408591],[-1.06512211 -0.06615894  0.00567054],[ 1.10204414 -0.42115189 -0.03339839],[0.86234714 0.66253679 0.0290119 ],[ 0.9715708  -0.82682673 -0.06497744],[-0.07222235 -1.2823008  -0.06862486],[ 1.26079855 -0.13623942 -0.02339048],[-1.12452009  0.24541208  0.06730304],[ 0.07100643 -1.15145972 -0.03978334]
534,[-0.09455011 -1.28747009 -0.13412411],[-0.5097769  -1.10967968 -0.00582289],[-0.09455011 -1.28747009 -0.13412411],[-1.06487052 -0.07012878  0.00519578],[ 1.10340193 -0.41760165 -0.03314683],[0.85992259 0.66567446 0.02915341],[ 0.97394382 -0.82404285 -0.06481627],[-0.06857871 -1.28250001 -0.06864008],[ 1.26119183 -0.13259527 -0.02312871],[-1.12535864  0.24169116  0.06674972],[ 0.07485059 -1.15121627 -0.03978204]
535,[-0.09092681 -1.28772718 -0.13416126],[-0.50637147 -1.11123772 -0.00583488],[-0.09092681 -1.28772718 -0.13416126],[-1.06460393 -0.07409764  0.00472096],[ 1.10474821 -0.41404706 -0.03289492],[0.85748661 0.66880328 0.02929453],[ 0.97630884 -0.82125221 -0.06465456],[-0.06493451 -1.2826889  -0.06865474],[ 1.26157453 -0.12895001 -0.02286673],[-1.12618462  0.23796754  0.06619565],[ 0.07869391 -1.15096    -0.0397803 ]
536,[-0.08730279 -1.28797419 -0.13419736],[-0.50296128 -1.11278531 -0.0058468 ],[-0.08730279 -1.28797419 -0.13419736],[-1.06432233 -0.07806545  0.00424607],[ 1.10608299 -0.41048816 -0.03264267],[0.85503922 0.67192319 0.02943526],[ 0.97866583 -0.81845481 -0.06449232],[-0.06128979 -1.28286746 -0.06866886],[ 1.26194664 -0.12530366 -0.02260457],[-1.12699802  0.23424126  0.06564084],[ 0.08253636 -1.15069091 -0.03977812]
537,[-0.0836781  -1.28821111 -0.13423241],[-0.49954636 -1.11432244 -0.00585868],[-0.0836781  -1.28821111 -0.13423241],[-1.06402574 -0.08203216  0.00377111],[ 1.10740625 -0.40692498 -0.03239008],[0.85258045 0.67503417 0.0295756 ],[ 0.98101478 -0.81565069 -0.06432956],[-0.05764458 -1.2830357  -0.06868242],[ 1.26230815 -0.12165626 -0.02234221],[-1.12779882  0.23051236  0.0650853 ],[ 0.08637789 -1.15040901 -0.03977549]
538,[-0.08005274 -1.28843794 -0.13426641],[-0.49612674 -1.11584909 -0.00587049],[-0.08005274 -1.28843794 -0.13426641],[-1.06371415 -0.08599771  0.00329611],[ 1.10871797 -0.40335757 -0.03213715],[0.85011034 0.67813617 0.02971554],[ 0.98335567 -0.81283987 -0.06416626],[-0.05399891 -1.28319361 -0.06869543],[ 1.26265907 -0.11800784 -0.02207967],[-1.12858702  0.22678089  0.06452903],[ 0.09021846 -1.1501143  -0.03977242]
539,[-0.07642676 -1.28865467 -0.13429935],[-0.49270245 -1.11736524 -0.00588225],[-0.07642676 -1.28865467 -0.13429935],[-1.06338758 -0.08996206  0.00282106],[ 1.11001814 -0.39978595 -0.03188388],[0.84762892 0.68122915 0.02985509],[ 0.98568849 -0.81002237 -0.06400244],[-0.0503528  -1.28334119 -0.06870788],[ 1.26299939 -0.11435843 -0.02181694],[-1.1293626   0.22304689  0.06397204],[ 0.09405803 -1.14980678 -0.03976891]
540,[-0.07280018 -1.28886131 -0.13433125],[-0.48927353 -1.11887089 -0.00589396],[-0.07280018 -1.28886131 -0.13433125],[-1.06304602 -0.09392513  0.00234596],[ 1.11130675 -0.39621017 -0.03163028],[0.84513623 0.68431307 0.02999424],[ 0.9880132  -0.80719821 -0.06383809],[-0.04670628 -1.28347844 -0.06871979],[ 1.26332911 -0.11070806 -0.02155403],[-1.13012557  0.21931039  0.06341433],[ 0.09789654 -1.14948647 -0.03976495]
541,[-0.06917303 -1.28905785 -0.13436209],[-0.48584001 -1.12036601 -0.00590561],[-0.06917303 -1.28905785 -0.13436209],[-1.06268948 -0.09788689  0.00187084],[ 1.11258378 -0.39263026 -0.03137636],[0.84263229 0.68738788 0.03013299],[ 0.9903298  -0.80436743 -0.06367322],[-0.04305939 -1.28360535 -0.06873113],[ 1.26364822 -0.10705676 -0.02129094],[-1.1308759   0.21557144  0.06285592],[ 0.10173397 -1.14915335 -0.03976056]
542,[-0.06554534 -1.2892443  -0.13439188],[-0.48240192 -1.1218506  -0.00591721],[-0.06554534 -1.2892443  -0.13439188],[-1.06231797 -0.10184726  0.00139569],[ 1.11384922 -0.38904625 -0.03112211],[0.84011715 0.69045354 0.03027135],[ 0.99263826 -0.80153003 -0.06350782],[-0.03941215 -1.28372194 -0.06874193],[ 1.26395673 -0.10340456 -0.02102767],[-1.1316136   0.21183008  0.0622968 ],[ 0.10557026 -1.14880743 -0.03975572]
543,[-0.06191713 -1.28942064 -0.13442061],[-0.4789593  -1.12332463 -0.00592875],[-0.06191713 -1.28942064 -0.13442061],[-1.06193148e+00 -1.05806196e-01  9.20518622e-04],[ 1.11510306 -0.3854582  -0.03086753],[0.83759083 0.69351003 0.0304093 ],[ 0.99493856 -0.79868605 -0.0633419 ],[-0.0357646  -1.28382819 -0.06875217],[ 1.26425463 -0.09975149 -0.02076422],[-1.13233866  0.20808635  0.06173699],[ 0.10940538 -1.14844873 -0.03975043]
544,[-0.05828844 -1.28958689 -0.1344483 ],[-0.47551216 -1.12478811 -0.00594023],[-0.05828844 -1.28958689 -0.1344483 ],[-1.06153004e+00 -1.09763643e-01  4.45335069e-04],[ 1.11634528 -0.38186613 -0.03061263],[0.83505336 0.69655728 0.03054684],[ 0.99723069 -0.7958355  -0.06317547],[-0.03211676 -1.2839241  -0.06876186],[ 1.26454192 -0.09609759 -0.0205006 ],[-1.13305106  0.2043403   0.06117649],[ 0.11323928 -1.14807724 -0.03974471]
545,[-0.0546593  -1.28974303 -0.13447493],[-0.47206056 -1.126241   -0.00595166],[-0.0546593  -1.28974303 -0.13447493],[-1.06111363e+00 -1.13719543e-01 -2.98547598e-05],[ 1.11757587 -0.37827009 -0.03035741],[0.83250479 0.69959527 0.03068398],[ 0.99951463 -0.79297842 -0.06300851],[-0.02846865 -1.28400968 -0.068771  ],[ 1.26481859 -0.09244288 -0.02023681],[-1.1337508   0.20059197  0.0606153 ],[ 0.11707192 -1.14769296 -0.03973854]
546,[-0.05102972 -1.28988907 -0.1345005 ],[-0.46860452 -1.1276833  -0.00596303],[-0.05102972 -1.28988907 -0.1345005 ],[-1.06068227e+00 -1.17673841e-01 -5.05044167e-04],[ 1.11879482 -0.3746701  -0.03010188],[0.82994514 0.70262396 0.03082071],[ 1.00179035 -0.79011483 -0.06284103],[-0.02482032 -1.28408493 -0.06877958],[ 1.26508465 -0.08878739 -0.01997284],[-1.13443787  0.19684139  0.06005344],[ 0.12090325 -1.14729591 -0.03973193]
547,[-0.04739975 -1.290025   -0.13452503],[-0.46514407 -1.129115   -0.00597435],[-0.04739975 -1.290025   -0.13452503],[-1.06023597e+00 -1.21626480e-01 -9.80226458e-04],[ 1.12000212 -0.37106621 -0.02984603],[0.82737445 0.70564329 0.03095703],[ 1.00405784 -0.78724474 -0.06267304],[-0.02117179 -1.28414984 -0.06878761],[ 1.26534009 -0.08513116 -0.01970871],[-1.13511226  0.19308862  0.0594909 ],[ 0.12473324 -1.14688608 -0.03972488]
548,[-0.0437694  -1.29015083 -0.13454849],[-0.46167925 -1.13053608 -0.00598561],[-0.0437694  -1.29015083 -0.13454849],[-1.05977473 -0.12557741 -0.00145539],[ 1.12119775 -0.36745845 -0.02958987],[0.82479275 0.70865324 0.03109294],[ 1.00631709 -0.78436818 -0.06250454],[-0.01752309 -1.28420441 -0.06879508],[ 1.2655849  -0.08147421 -0.01944442],[-1.13577397  0.18933369  0.0589277 ],[ 0.12856184 -1.14646348 -0.03971738]
549,[-0.04013871 -1.29026655 -0.13457091],[-0.45821008 -1.13194653 -0.00599681],[-0.04013871 -1.29026655 -0.13457091],[-1.05929855 -0.12952656 -0.00193054],[ 1.12238169 -0.36384687 -0.02933341],[0.82220009 0.71165376 0.03122843],[ 1.00856806 -0.78148518 -0.06233552],[-0.01387425 -1.28424864 -0.068802  ],[ 1.2658191  -0.07781658 -0.01917996],[-1.13642298  0.18557664  0.05836384],[ 0.13238901 -1.14602811 -0.03970945]
550,[-0.03650771 -1.29037217 -0.13459227],[-0.45473661 -1.13334633 -0.00600796],[-0.03650771 -1.29037217 -0.13459227],[-1.05880745 -0.13347389 -0.00240566],[ 1.12355395 -0.36023149 -0.02907663],[0.81959648 0.71464482 0.03136351],[ 1.01081075 -0.77859575 -0.06216599],[-0.0102253  -1.28428254 -0.06880837],[ 1.26604267 -0.0741583  -0.01891534],[-1.1370593   0.18181751  0.05779933],[ 0.13621471 -1.14557998 -0.03970107]
551,[-0.03287642 -1.29046768 -0.13461258],[-0.45125886 -1.13473548 -0.00601905],[-0.03287642 -1.29046768 -0.13461258],[-1.05830142 -0.13741934 -0.00288075],[ 1.1247145  -0.35661237 -0.02881956],[0.81698197 0.71762636 0.03149817],[ 1.01304514 -0.77569994 -0.06199594],[-0.00657626 -1.28430609 -0.06881418],[ 1.26625561 -0.07049939 -0.01865056],[-1.13768291  0.17805636  0.05723418],[ 0.14003888 -1.1451191  -0.03969224]
552,[-0.02924487 -1.29055307 -0.13463183],[-0.44777687 -1.13611395 -0.00603009],[-0.02924487 -1.29055307 -0.13463183],[-1.05778049 -0.14136286 -0.0033558 ],[ 1.12586334 -0.35298952 -0.02856218],[0.81435659 0.72059836 0.03163242],[ 1.0152712  -0.77279774 -0.06182539],[-0.00292717 -1.28431931 -0.06881944],[ 1.26645793 -0.06683989 -0.01838562],[-1.13829381  0.17429322  0.05666838],[ 0.1438615  -1.14464547 -0.03968298]
553,[-0.0256131  -1.29062836 -0.13465003],[-0.44429066 -1.13748174 -0.00604106],[-0.0256131  -1.29062836 -0.13465003],[-1.05724464 -0.14530438 -0.0038308 ],[ 1.12700045 -0.34936301 -0.02830451],[0.81172038 0.72356078 0.03176624],[ 1.01748892 -0.7698892  -0.06165433],[ 7.21938067e-04 -1.28432219e+00 -6.88241469e-02],[ 1.26664961 -0.06317983 -0.01812053],[-1.13889198  0.17052812  0.05610195],[ 0.14768252 -1.14415909 -0.03967328]
554,[-0.02198112 -1.29069354 -0.13466717],[-0.44080028 -1.13883883 -0.00605199],[-0.02198112 -1.29069354 -0.13466717],[-1.0566939  -0.14924385 -0.00430574],[ 1.12812581 -0.34573285 -0.02804654],[0.80907337 0.72651357 0.03189964],[ 1.01969828 -0.76697433 -0.06148276],[ 0.00437104 -1.28431474 -0.0688283 ],[ 1.26683066 -0.05951924 -0.01785529],[-1.13947743  0.16676113  0.0555349 ],[ 0.15150189 -1.14365997 -0.03966313]
555,[-0.01834897 -1.2907486  -0.13468326],[-0.43730575 -1.14018521 -0.00606285],[-0.01834897 -1.2907486  -0.13468326],[-1.05612827 -0.15318122 -0.00478063],[ 1.12923943 -0.34209909 -0.02778828],[0.8064156  0.72945669 0.03203261],[ 1.02189926 -0.76405316 -0.06131069],[ 0.00802012 -1.28429694 -0.0688319 ],[ 1.26700108 -0.05585816 -0.0175899 ],[-1.14005015  0.16299227  0.05496722],[ 0.15531958 -1.14314812 -0.03965254]
556,[-0.01471668 -1.29079356 -0.13469829],[-0.43380711 -1.14152087 -0.00607366],[-0.01471668 -1.29079356 -0.13469829],[-1.05554776 -0.15711644 -0.00525544],[ 1.13034128 -0.33846176 -0.02752973],[0.8037471  0.73239011 0.03216516],[ 1.02409185 -0.76112572 -0.06113812],[ 0.01166912 -1.2842688  -0.06883494],[ 1.26716087 -0.0521966  -0.01732436],[-1.14061013  0.15922158  0.05439893],[ 0.15913553 -1.14262354 -0.03964151]
557,[-0.01108427 -1.2908284  -0.13471227],[-0.43030438 -1.14284579 -0.00608441],[-0.01108427 -1.2908284  -0.13471227],[-1.05495238 -0.16104944 -0.00573019],[ 1.13143136 -0.33482092 -0.0272709 ],[0.80106791 0.73531379 0.03229728],[ 1.02627602 -0.75819202 -0.06096504],[ 0.01531803 -1.28423033 -0.06883743],[ 1.26731002 -0.0485346  -0.01705867],[-1.14115736  0.15544912  0.05383003],[ 0.16294972 -1.14208623 -0.03963004]
558,[-0.00745178 -1.29085314 -0.13472519],[-0.42679762 -1.14415997 -0.0060951 ],[-0.00745178 -1.29085314 -0.13472519],[-1.05434213 -0.16498017 -0.00620485],[ 1.13250965 -0.33117658 -0.02701178],[0.79837806 0.73822768 0.03242898],[ 1.02845176 -0.75525209 -0.06079146],[ 0.01896682 -1.28418152 -0.06883936],[ 1.26744853 -0.0448722  -0.01679284],[-1.14169184  0.15167492  0.05326053],[ 0.16676209 -1.14153621 -0.03961812]
559,[-0.00381922 -1.29086776 -0.13473706],[-0.42328684 -1.14546338 -0.00610573],[-0.00381922 -1.29086776 -0.13473706],[-1.05371702 -0.16890857 -0.00667942],[ 1.13357614 -0.32752879 -0.02675238],[0.79567759 0.74113176 0.03256024],[ 1.03061905 -0.75230595 -0.06061738],[ 0.02261546 -1.28412237 -0.06884074],[ 1.2675764  -0.04120942 -0.01652687],[-1.14221356  0.14789903  0.05269043],[ 0.1705726  -1.14097348 -0.03960577]
560,[-1.86640268e-04 -1.29087226e+00 -1.34747867e-01],[-0.41977207 -1.14675603 -0.00611631],[-1.86640268e-04 -1.29087226e+00 -1.34747867e-01],[-1.05307706 -0.17283459 -0.0071539 ],[ 1.13463082 -0.32387759 -0.0264927 ],[0.79296653 0.74402597 0.03269106],[ 1.03277787 -0.74935364 -0.06044281],[ 0.02626392 -1.28405289 -0.06884157],[ 1.26769363 -0.03754629 -0.01626077],[-1.14272252  0.14412148  0.05211975],[ 0.17438121 -1.14039805 -0.03959298]
561,[ 0.00344594 -1.29086666 -0.13475762],[-0.41625336 -1.14803789 -0.00612683],[ 0.00344594 -1.29086666 -0.13475762],[-1.05242227 -0.17675818 -0.00762828],[ 1.13567369 -0.32022302 -0.02623274],[0.79024493 0.74691029 0.03282146],[ 1.03492821 -0.74639516 -0.06026773],[ 0.02991216 -1.28397307 -0.06884184],[ 1.26780023 -0.03388285 -0.01599452],[-1.1432187   0.14034233  0.05154848],[ 0.17818788 -1.13980991 -0.03957974]
562,[ 0.0070785  -1.29085094 -0.13476632],[-0.41273074 -1.14930895 -0.0061373 ],[ 0.0070785  -1.29085094 -0.13476632],[-1.05175264 -0.18067928 -0.00810255],[ 1.13670472 -0.31656511 -0.02597251],[0.78751281 0.74978467 0.03295141],[ 1.03707004 -0.74343056 -0.06009217],[ 0.03356016 -1.28388291 -0.06884156],[ 1.26789618 -0.03021913 -0.01572814],[-1.14370212  0.1365616   0.05097664],[ 0.18199257 -1.13920909 -0.03956606]
563,[ 0.010711   -1.29082512 -0.13477397],[-0.40920423 -1.1505692  -0.0061477 ],[ 0.010711   -1.29082512 -0.13477397],[-1.0510682  -0.18459783 -0.00857671],[ 1.13772391 -0.3129039  -0.02571201],[0.78477022 0.75264908 0.03308093],[ 1.03920336 -0.74045985 -0.0599161 ],[ 0.03720789 -1.28378242 -0.06884072],[ 1.26798148 -0.02655515 -0.01546163],[-1.14417275  0.13277935  0.05040423],[ 0.18579523 -1.13859558 -0.03955195]
564,[ 0.01434342 -1.29078917 -0.13478056],[-0.40567388 -1.15181864 -0.00615805],[ 0.01434342 -1.29078917 -0.13478056],[-1.05036894 -0.18851379 -0.00905075],[ 1.13873125 -0.30923944 -0.02545124],[0.78201718 0.75550347 0.03321001],[ 1.04132813 -0.73748305 -0.05973955],[ 0.04085533 -1.2836716  -0.06883933],[ 1.26805615 -0.02289095 -0.01519499],[-1.14463059  0.12899562  0.04983125],[ 0.18959583 -1.13796939 -0.03953739]
565,[ 0.01797573 -1.29074312 -0.13478609],[-0.40213971 -1.15305724 -0.00616834],[ 0.01797573 -1.29074312 -0.13478609],[-1.04965488 -0.19242708 -0.00952466],[ 1.13972673 -0.30557175 -0.02519021],[0.77925375 0.75834781 0.03333864],[ 1.04344435 -0.73450019 -0.05956251],[ 0.04450243 -1.28355044 -0.06883739],[ 1.26812017 -0.01922655 -0.01492822],[-1.14507565  0.12521044  0.04925772],[ 0.19339431 -1.13733053 -0.03952239]
566,[ 0.02160789 -1.29068696 -0.13479057],[-0.39860176 -1.154285   -0.00617857],[ 0.02160789 -1.29068696 -0.13479057],[-1.04892604 -0.19633766 -0.00999844],[ 1.14071034 -0.30190088 -0.02492891],[0.77647995 0.76118207 0.03346683],[ 1.045552   -0.7315113  -0.05938497],[ 0.04814918 -1.28341895 -0.06883489],[ 1.26817355 -0.015562   -0.01466133],[-1.14550791  0.12142386  0.04868364],[ 0.19719064 -1.13667901 -0.03950695]
567,[ 0.02523989 -1.29062069 -0.13479399],[-0.39506006 -1.1555019  -0.00618874],[ 0.02523989 -1.29062069 -0.13479399],[-1.04818241 -0.20024548 -0.01047207],[ 1.14168206 -0.29822686 -0.02466736],[0.77369581 0.7640062  0.03359458],[ 1.04765105 -0.7285164  -0.05920695],[ 0.05179553 -1.28327713 -0.06883184],[ 1.26821628 -0.01189731 -0.01439431],[-1.14592737  0.11763593  0.04810901],[ 0.20098477 -1.13601483 -0.03949107]
568,[ 0.02887169 -1.2905443  -0.13479635],[-0.39151464 -1.15670794 -0.00619886],[ 0.02887169 -1.2905443  -0.13479635],[-1.04742401 -0.20415048 -0.01094556],[ 1.14264189 -0.29454974 -0.02440555],[0.77090139 0.76682016 0.03372188],[ 1.0497415  -0.72551551 -0.05902844],[ 0.05544148 -1.28312497 -0.06882823],[ 1.26824837 -0.00823253 -0.01412718],[-1.14633402  0.11384669  0.04753385],[ 0.20477666 -1.135338   -0.03947476]
569,[ 0.03250326 -1.29045781 -0.13479766],[-0.38796555 -1.15790309 -0.00620891],[ 0.03250326 -1.29045781 -0.13479766],[-1.04665085 -0.20805259 -0.01141889],[ 1.14358981 -0.29086955 -0.02414348],[0.76809671 0.76962393 0.03384873],[ 1.05182333 -0.72250867 -0.05884945],[ 0.05908697 -1.28296249 -0.06882407],[ 1.26826981 -0.00456767 -0.01385992],[-1.14672786  0.11005617  0.04695815],[ 0.20856628 -1.13464853 -0.039458  ]
570,[ 0.03613457 -1.29036121 -0.13479791],[-0.3844128  -1.15908736 -0.00621891],[ 0.03613457 -1.29036121 -0.13479791],[-1.04586294 -0.21195178 -0.01189206],[ 1.14452583 -0.28718633 -0.02388116],[0.76528181 0.77241745 0.03397513],[ 1.05389651 -0.71949588 -0.05866997],[ 0.06273199 -1.28278968 -0.06881936],[ 1.26828061e+00 -9.02780204e-04 -1.35925481e-02],[-1.14710889  0.10626442  0.04638193],[ 0.21235357 -1.13394643 -0.0394408 ]
571,[ 0.03976561 -1.29025449 -0.13479711],[-0.38085644 -1.16026073 -0.00622885],[ 0.03976561 -1.29025449 -0.13479711],[-1.0450603  -0.21584798 -0.01236507],[ 1.14544991 -0.28350012 -0.02361859],[0.76245673 0.7752007  0.03410108],[ 1.05596103 -0.71647719 -0.05849001],[ 0.0663765  -1.28260655 -0.06881409],[ 1.26828076  0.00276212 -0.01332506],[-1.1474771   0.10247148  0.04580519],[ 0.2161385  -1.1332317  -0.03942317]
572,[ 0.04339633 -1.29013768 -0.13479525],[-0.3772965  -1.16142319 -0.00623873],[ 0.04339633 -1.29013768 -0.13479525],[-1.04424293 -0.21974114 -0.0128379 ],[ 1.14636207 -0.27981095 -0.02335578],[0.75962151 0.77797364 0.03422657],[ 1.05801688 -0.71345261 -0.05830957],[ 0.07002048 -1.28241309 -0.06880826],[ 1.26827027  0.006427   -0.01305746],[-1.14783249  0.0986774   0.04522794],[ 0.21992102 -1.13250435 -0.03940509]
573,[ 0.04702671 -1.29001075 -0.13479234],[-0.37373301 -1.16257472 -0.00624855],[ 0.04702671 -1.29001075 -0.13479234],[-1.04341084 -0.2236312  -0.01331055],[ 1.14726229 -0.27611887 -0.02309273],[0.75677618 0.78073623 0.03435161],[ 1.06006403 -0.71042216 -0.05812865],[ 0.0736639  -1.28220931 -0.06880189],[ 1.26824913  0.01009182 -0.01278976],[-1.14817505  0.09488221  0.04465018],[ 0.22370109 -1.13176439 -0.03938658]
574,[ 0.05065673 -1.28987372 -0.13478837],[-0.370166   -1.16371532 -0.00625832],[ 0.05065673 -1.28987372 -0.13478837],[-1.04256406 -0.22751811 -0.01378301],[ 1.14815055 -0.27242391 -0.02282943],[0.75392078 0.78348843 0.0344762 ],[ 1.06210248 -0.70738588 -0.05794726],[ 0.07730672 -1.2819952  -0.06879496],[ 1.26821735  0.01375656 -0.01252194],[-1.14850478  0.09108597  0.04407193],[ 0.22747867 -1.13101183 -0.03936763]
575,[ 0.05428635 -1.28972659 -0.13478334],[-0.36659551 -1.16484498 -0.00626802],[ 0.05428635 -1.28972659 -0.13478334],[-1.04170258 -0.23140182 -0.01425527],[ 1.14902686 -0.26872612 -0.0225659 ],[0.75105536 0.78623021 0.03460032],[ 1.06413219 -0.70434379 -0.05776538],[ 0.08094892 -1.28177078 -0.06878747],[ 1.26817492  0.01742118 -0.01225402],[-1.14882168  0.08728871  0.04349318],[ 0.23125372 -1.13024668 -0.03934824]
576,[ 0.05791554 -1.28956935 -0.13477726],[-0.36302158 -1.16596368 -0.00627767],[ 0.05791554 -1.28956935 -0.13477726],[-1.04082642 -0.23528226 -0.01472734],[ 1.14989119 -0.26502552 -0.02230213],[0.74817994 0.78896153 0.03472399],[ 1.06615317 -0.70129591 -0.05758304],[ 0.08459047 -1.28153604 -0.06877944],[ 1.26812185  0.02108566 -0.011986  ],[-1.14912573  0.08349047  0.04291395],[ 0.23502619 -1.12946894 -0.03932841]
